long,long,long,str,
22166,5680,2,"Могучему духу волн",
37748,5680,3,"Могучего духа волн",
53330,5680,4,"Могучим духом волн",
68912,5680,5,"Могучем духе волн",
6585,5681,1,"Безумного древняка",
22167,5681,2,"Безумному древняку",
37749,5681,3,"Безумного древняка",
53331,5681,4,"Безумным древняком",
68913,5681,5,"Безумном древняке",
6586,5682,1,"Безумного колосса",
22168,5682,2,"Безумному колоссу",
37750,5682,3,"Безумного колосса",
53332,5682,4,"Безумным колоссом",
68914,5682,5,"Безумном колоссе",
6587,5683,1,"Безумного дракондора",
22169,5683,2,"Безумному дракондору",
37751,5683,3,"Безумного дракондора",
53333,5683,4,"Безумным дракондором",
68915,5683,5,"Безумном дракондоре",
6588,5684,1,"Безумного совуха",
22170,5684,2,"Безумному совуху",
37752,5684,3,"Безумного совуха",
53334,5684,4,"Безумным совухом",
68916,5684,5,"Безумном совухе",
6589,5685,1,"Бешеного песчаного долгонога",
22171,5685,2,"Бешеному песчаному долгоногу",
37753,5685,3,"Бешеного песчаного долгонога",
53335,5685,4,"Бешеным песчаным долгоногом",
68917,5685,5,"Бешеном песчаном долгоноге",
6590,5686,1,"Безумного осколыша",
22172,5686,2,"Безумному осколышу",
37754,5686,3,"Безумного осколыша",
53336,5686,4,"Безумным осколышем",
68918,5686,5,"Безумном осколыше",
6591,5687,1,"Безумного оленя",
22173,5687,2,"Безумному оленю",
37755,5687,3,"Безумного оленя",
53337,5687,4,"Безумным оленем",
68919,5687,5,"Безумном олене",
6592,5688,1,"Безумного духа воды",
22174,5688,2,"Безумному духу воды",
37756,5688,3,"Безумного духа воды",
53338,5688,4,"Безумным духом воды",
68920,5688,5,"Безумном духе воды",
6593,5689,1,"Безумного дикосовуха",
22175,5689,2,"Безумному дикосовуху",
37757,5689,3,"Безумного дикосовуха",
53339,5689,4,"Безумным дикосовухом",
68921,5689,5,"Безумном дикосовухе",
6594,5690,1,"Безумного воргена",
22176,5690,2,"Безумному воргену",
37758,5690,3,"Безумного воргена",
53340,5690,4,"Безумным воргеном",
68922,5690,5,"Безумном воргене",
6595,5691,1,"Кразка Искреца",
22177,5691,2,"Кразку Искрецу",
37759,5691,3,"Кразка Искреца",
53341,5691,4,"Кразком Искрецом",
68923,5691,5,"Кразке Искреце",
6596,5692,1,"Безумного Леонетти",
22178,5692,2,"Безумному Леонетти",
37760,5692,3,"Безумного Леонетти",
53342,5692,4,"Безумным Леонетти",
68924,5692,5,"Безумном Леонетти",
6597,5693,1,"Краззла Шустреца",
22179,5693,2,"Краззлу Шустрецу",
37761,5693,3,"Краззла Шустреца",
53343,5693,4,"Краззлом Шустрецом",
68925,5693,5,"Краззле Шустреце",
6598,5694,1,"Ползучей гибели",
22180,5694,2,"Ползучей гибели",
37762,5694,3,"Ползучую гибель",
53344,5694,4,"Ползучей гибелью",
68926,5694,5,"Ползучей гибели",
6599,5695,1,"Ползучего пламени",
22181,5695,2,"Ползучему пламени",
37763,5695,3,"Ползучее пламя",
53345,5695,4,"Ползучим пламенем",
68927,5695,5,"Ползучем пламени",
6600,5696,1,"Ползучего слизнюка",
22182,5696,2,"Ползучему слизнюку",
37764,5696,3,"Ползучего слизнюка",
53346,5696,4,"Ползучим слизнюком",
68928,5696,5,"Ползучем слизнюке",
6601,5697,1,"Ползучего слизнюченыша",
22183,5697,2,"Ползучему слизнюченышу",
37765,5697,3,"Ползучего слизнюченыша",
53347,5697,4,"Ползучим слизнюченышем",
68929,5697,5,"Ползучем слизнюченыше",
6602,5698,1,"Ползучего слякоча",
22184,5698,2,"Ползучему слякочу",
37766,5698,3,"Ползучего слякоча",
53348,5698,4,"Ползучим слякочем",
68930,5698,5,"Ползучем слякоче",
6603,5699,1,"Ползуха",
22185,5699,2,"Ползуху",
37767,5699,3,"Ползуха",
53349,5699,4,"Ползухом",
68931,5699,5,"Ползухе",
6604,5700,1,"Крекори Мутновода",
22186,5700,2,"Крекори Мутноводу",
37768,5700,3,"Крекори Мутновода",
53350,5700,4,"Крекори Мутноводом",
68932,5700,5,"Крекори Мутноводе",
6605,5701,1,"Креста Убийцы",
22187,5701,2,"Кресту Убийце",
37769,5701,3,"Креста Убийцу",
53351,5701,4,"Крестом Убийцей",
68933,5701,5,"Кресте Убийце",
6606,5702,1,"Морского изгоя",
22188,5702,2,"Морскому изгою",
37770,5702,3,"Морского изгоя",
53352,5702,4,"Морским изгоем",
68934,5702,5,"Морском изгое",
6607,5703,1,"Глашатая Гудмена",
22189,5703,2,"Глашатаю Гудмену",
37771,5703,3,"Глашатая Гудмена",
53353,5703,4,"Глашатаем Гудменом",
68935,5703,5,"Глашатае Гудмене",
6608,5704,1,"Крилдора",
22190,5704,2,"Крилдору",
37772,5704,3,"Крилдора",
53354,5704,4,"Крилдором",
68936,5704,5,"Крилдоре",
6609,5705,1,"Кровавого телохранителя",
22191,5705,2,"Кровавому телохранителю",
37773,5705,3,"Кровавого телохранителя",
53355,5705,4,"Кровавым телохранителе",
68937,5705,5,"Кровавом телохранителе",
6610,5706,1,"Пушки Багрового Легиона",
22192,5706,2,"Пушке Багрового Легиона",
37774,5706,3,"Пушку Багрового Легиона",
53356,5706,4,"Пушкой Багрового Легиона",
68938,5706,5,"Пушке Багрового Легиона",
6611,5707,1,"Кровавого охранника",
22193,5707,2,"Кровавому охраннику",
37775,5707,3,"Кровавого охранника",
53357,5707,4,"Кровавым охранником",
68939,5707,5,"Кровавом охраннике",
6612,5708,1,"Багрового ружейника",
22194,5708,2,"Багровому ружейнику",
37776,5708,3,"Багрового ружейника",
53358,5708,4,"Багровым ружейником",
68940,5708,5,"Багровом ружейнике",
6613,5709,1,"Багровой змеи",
22195,5709,2,"Багровой змее",
37777,5709,3,"Багровую змею",
53359,5709,4,"Багровой змеей",
68941,5709,5,"Багровой змее",
6614,5710,1,"Багровой змейки",
22196,5710,2,"Багровой змейке",
37778,5710,3,"Багровую змейку",
53360,5710,4,"Багровой змейкой",
68942,5710,5,"Багровой змейке",
6615,5711,1,"Багрового колдуна",
22197,5711,2,"Багровому колдуну",
37779,5711,3,"Багрового колдуна",
53361,5711,4,"Багровым колдуном",
68943,5711,5,"Багровом колдуне",
