long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
1291,-1,-1,0,,,"On se sent seul ?",,,,,,,,,,,,,,0xFF01FE,,,"Savourer un délice au lait au cours d'un pique-nique romantique avec quelqu'un à Dalaran pendant la fête De l'amour dans l'air.",,,,,,,,,,,,,,0xFF01FE,187,0xA,8,0x0,2545,,,"",,,,,,,,,,,,,,0x7DFF01EE,0,0,
1301,-1,-1,0,,,"Potions de mana les plus utilisées",,,,,,,,,,,,,,0xFF01FE,,,"Potions de mana les plus utilisées",,,,,,,,,,,,,,0xFF01FE,145,0x0,8,0x11,1,,,"",,,,,,,,,,,,,,0xFEFF01EC,0,922,
1311,-1,530,0,,,"La rareté du fait donne du prix à la chose.",,,,,,,,,,,,,,0xFF01FE,,,"Tuer l'une des créatures de l'Outreterre très rares et difficiles à trouver listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,14779,0xA,8,0x0,134,,,"",,,,,,,,,,,,,,0x7DFF01EC,1,0,
1357,0,-1,0,,,"Les Grisonnes, ça vous grise !",,,,,,,,,,,,,,0xFF01FE,,,"Achever 75 quêtes dans les Grisonnes.",,,,,,,,,,,,,,0xFF01FE,14863,0xA,8,0x0,3339,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1493,-1,-1,0,,,"Coups fatals en arène de 3c3",,,,,,,,,,,,,,0xFF01FE,,,"Coups fatals en arène de 3c3",,,,,,,,,,,,,,0xFF01FE,137,0x0,8,0x1,1,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1507,-1,619,0,,,"Morts du héraut Volazj (Ahn'kahet en mode héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du héraut Volazj (Ahn'kahet en mode héroïque)",,,,,,,,,,,,,,0xFF01FE,14823,0x5,8,0x1,1256,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
1518,-1,-1,0,,,"Poissons pêchés",,,,,,,,,,,,,,0xFF01FE,,,"Poissons pêchés",,,,,,,,,,,,,,0xFF01FE,178,0x0,8,0x1,1,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1552,-1,-1,0,,,"Pétards pétaradants",,,,,,,,,,,,,,0xFF01FE,,,"Lancer 10 pétards de fête en 30 secondes maximum.",,,,,,,,,,,,,,0xFF01FE,160,0xA,8,0x0,355,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1727,-1,571,0,,,"La tour penchée de Joug-d'hiver",,,,,,,,,,,,,,0xFF01FE,,,"Détruire une tour à Joug-d'hiver.",,,,,,,,,,,,,,0xFF01FE,14901,0xA,8,0x0,2661,,,"",,,,,,,,,,,,,,0x7EFF01EC,1,0,
1800,-1,-1,0,,,"Gourmet de l'Outreterre",,,,,,,,,,,,,,0xFF01FE,,,"Préparer toutes les recettes de l'Outreterre listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,170,0xA,8,0x0,3162,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2193,-1,607,0,,,"Expert en explosifs",,,,,,,,,,,,,,0xFF01FE,,,"Poser 5 charges d'hydroglycérine qui endommagent un mur avec succès au cours d'un même champ de bataille.",,,,,,,,,,,,,,0xFF01FE,14881,0xA,8,0x0,355,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2497,0,-1,0,,,"Amourette de printemps",,,,,,,,,,,,,,0xFF01FE,,,"Trouvez à votre compagnon lapin du printemps une âme soeur dans chacune des villes ci-dessous.",,,,,,,,,,,,,,0xFF01FE,159,0xA,8,0x0,3202,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2760,1,-1,2777,,,"Champion exalté de Darnassus",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès de Darnassus et obtenir le droit de représenter la faction au tournoi d'Argent.",,,,,,,,,,,,,,0xFF01FE,14941,0xA,8,0x0,3801,,,"Titre : de Darnassus",,,,,,,,,,,,,,0xFF01FE,0,0,
2862,-1,603,0,,,"Victoires contre Hodir (Ulduar à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Victoires contre Hodir (Ulduar à 10)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,8,0x1,1700,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2907,-1,603,0,,,"Collectionneur (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le léviathan des flammes en étant dans chacun des véhicules listés ci-dessous en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,8,0x0,656,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2908,-1,603,0,,,"Collectionneur (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le léviathan des flammes en étant dans chacun des véhicules listés ci-dessous en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,8,0x0,656,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
3596,1,-1,0,,,"Le pèlerinage du pèlerin",,,,,,,,,,,,,,0xFF01FE,,,"Achever chacune des quêtes journalières des Bienfaits du pèlerin.",,,,,,,,,,,,,,0xFF01FE,14981,0xA,8,0x0,3966,,,"",,,,,,,,,,,,,,0xFFF7EE,0,0,
3800,-1,-1,0,,,"Le roi traître (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Tuer 40 scarabées d'essaim en 30 secondes en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,15001,0xA,8,0x0,4006,,,"",,,,,,,,,,,,,,0xFF1BFF,0,0,
3816,-1,-1,0,,,"Le roi traître (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Tuer 40 scarabées d'essaim en 30 secondes en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,15002,0xA,8,0x0,4006,,,"",,,,,,,,,,,,,,0xFF1BFD,0,0,
3838,-1,-1,0,,,"Emblème de donjon ou de raid",,,,,,,,,,,,,,0xFF01FE,,,"Ramasser un emblème d'héroïsme, de vaillance, de conquête, de triomphe ou de givre.",,,,,,,,,,,,,,0xFF01FE,168,0xA,8,0x8,1950,,,"",,,,,,,,,,,,,,0xFF1BFC,0,0,
3847,-1,628,0,,,"Collectionnite aiguë",,,,,,,,,,,,,,0xFF01FE,,,"Sur l'île des Conquérants, contrôler les véhicules suivants :",,,,,,,,,,,,,,0xFF01FE,15003,0xA,8,0x0,656,,,"",,,,,,,,,,,,,,0xFF1BFF,0,0,
4053,-1,-1,0,,,"Victoires sur le champion chaman (L'épreuve du champion héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"Victoires sur le champion chaman (L'épreuve du champion héroïque)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,8,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4631,-1,631,4527,,,"Les salles de l'Aile de givre : mode héroïque (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss des salles de l'Aile de givre dans la citadelle de la Couronne de glace en mode héroïque à 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,15041,0xA,8,0x0,4158,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4635,-1,631,4607,,,"Les salles de l'Aile de givre : mode héroïque (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss des salles de l'Aile de givre dans la citadelle de la Couronne de glace en mode héroïque à 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,15042,0xA,8,0x0,4158,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4719,-1,-1,0,,,"Morts d'Ick et Krick (Fosse de Saron héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,15062,0x0,8,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
36,-1,-1,0,,,"L'empire de Zul'Drak",,,,,,,,,,,,,,0xFF01FE,,,"Achever 100 quêtes à Zul'Drak.",,,,,,,,,,,,,,0xFF01FE,14863,0xA,9,0x0,3340,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
54,-1,566,0,,,"Batailles pour l'Œil du cyclone",,,,,,,,,,,,,,0xFF01FE,,,"Batailles pour l'Œil du cyclone",,,,,,,,,,,,,,0xFF01FE,153,0x0,9,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
103,-1,-1,0,,,"Matchs dans le Cercle de sang",,,,,,,,,,,,,,0xFF01FE,,,"Matchs dans le Cercle de sang",,,,,,,,,,,,,,0xFF01FE,152,0x0,9,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
156,-1,529,0,,,"Domination territoriale",,,,,,,,,,,,,,0xFF01FE,,,"Gagner 10 batailles dans le bassin d'Arathi en contrôlant les 5 drapeaux.",,,,,,,,,,,,,,0xFF01FE,14802,0xA,9,0x0,3452,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
201,-1,489,0,,,"Goulet expédié",,,,,,,,,,,,,,0xFF01FE,,,"Gagner une bataille pour le goulet des Chanteguerres en moins de 7 minutes.",,,,,,,,,,,,,,0xFF01FE,14804,0xA,9,0x0,3389,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
226,-1,30,0,,,"L'Alterac express",,,,,,,,,,,,,,0xFF01FE,,,"Gagner dans la vallée d'Alterac en 6 minutes.",,,,,,,,,,,,,,0xFF01FE,14801,0x14,9,0x0,3380,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
306,-1,-1,0,,,"Maître pêcheur d'Azeroth",,,,,,,,,,,,,,0xFF01FE,,,"Gagner le concours de pêche de Baie-du-Butin ou le tournoi de pêche kalu'ak.",,,,,,,,,,,,,,0xFF01FE,171,0x14,9,0x0,577,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
332,-1,-1,0,,,"Plus grosse vente à l'hôtel des ventes",,,,,,,,,,,,,,0xFF01FE,,,"Plus grosse vente à l'hôtel des ventes",,,,,,,,,,,,,,0xFF01FE,140,0x0,9,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
460,-1,-1,0,,,"Mage « Prem's » au niveau 80 sur le royaume",,,,,,,,,,,,,,0xFF01FE,,,"Premier mage du royaume à atteindre le niveau 80.",,,,,,,,,,,,,,0xFF01FE,81,0x0,9,0x100,2832,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
486,-1,602,0,,,"Les salles de Foudre",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss des salles de Foudre.",,,,,,,,,,,,,,0xFF01FE,14806,0xA,9,0x0,3241,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
497,-1,602,0,,,"Les salles de Foudre : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss des salles de Foudre en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,9,0x0,3242,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
576,-1,-1,0,,,"La chute de Naxxramas (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Tuer tous les boss de Naxxramas en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0x19,9,0x0,3258,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
577,-1,-1,0,,,"La chute de Naxxramas (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Tuer tous les boss de Naxxramas en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0x32,9,0x0,3259,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
587,-1,566,0,,,"Assassin à l'Œil",,,,,,,,,,,,,,0xFF01FE,,,"Dans une même bataille pour l'Œil du cyclone, obtenir 5 victoires honorables dans chacune des bases.",,,,,,,,,,,,,,0xFF01FE,14803,0xA,9,0x0,2837,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
636,-1,-1,0,,,"Souilles de Tranchebauge",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Amnennar le Porte-froid.",,,,,,,,,,,,,,0xFF01FE,14808,0xA,9,0x0,3655,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
654,-1,-1,0,,,"Labyrinthe des ombres",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Marmon.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,9,0x0,3825,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
705,-1,-1,0,,,"Maître d'armes",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir un score de 400 dans 4 compétences d'armes.",,,,,,,,,,,,,,0xFF01FE,92,0x19,9,0x0,279,,,"",,,,,,,,,,,,,,0xFF01EE,4,0,
846,-1,-1,0,,,"Exploration des Mille pointes",,,,,,,,,,,,,,0xFF01FE,,,"Explorer les Mille pointes et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14778,0xA,9,0x0,3580,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
858,-1,-1,0,,,"Exploration des Terres fantômes",,,,,,,,,,,,,,0xFF01FE,,,"Explorer les Terres fantômes et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14777,0xA,9,0x0,3540,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
870,-1,-1,869,,,"100 000 victoires honorables",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir 100 000 victoires honorables.",,,,,,,,,,,,,,0xFF01FE,95,0xA,9,0x0,3453,,,"Titre : de la Horde ou de l'Alliance",,,,,,,,,,,,,,0xFF01FE,0,0,
901,0,-1,0,,,"Les Mag'har de Draenor",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès des Mag'har.",,,,,,,,,,,,,,0xFF01FE,14865,0xF,9,0x0,2208,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
937,-1,-1,0,,,"La bénédiction d'Elune",,,,,,,,,,,,,,0xFF01FE,,,"Achever la quête « La bénédiction d'Elune » en venant à bout de Présage.",,,,,,,,,,,,,,0xFF01FE,160,0xA,9,0x0,2821,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
973,-1,-1,0,,,"5 quêtes journalières achevées",,,,,,,,,,,,,,0xFF01FE,,,"Achever 5 quêtes journalières.",,,,,,,,,,,,,,0xFF01FE,96,0xA,9,0x0,3424,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1010,-1,-1,0,,,"Avant-garde du Norfendre",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès de la Croisade d'argent, de l'Accord du Repos du ver, du Kirin Tor et des chevaliers de la Lame d'ébène.",,,,,,,,,,,,,,0xFF01FE,14866,0x14,9,0x0,2207,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1015,-1,-1,1014,,,"40 réputations exaltées",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès de 40 factions.",,,,,,,,,,,,,,0xFF01FE,201,0xA,9,0x0,3602,,,"Titre : exalté",,,,,,,,,,,,,,0xFF01FE,0,0,
1029,1,-1,0,,,"Extinction de Kalimdor",,,,,,,,,,,,,,0xFF01FE,,,"Piétiner les feux de joie de la Horde en Kalimdor.",,,,,,,,,,,,,,0xFF01FE,161,0xA,9,0x0,1920,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1041,0,-1,0,,,"Sanssaint ruinée",,,,,,,,,,,,,,0xFF01FE,,,"Ruiner la Sanssaint de l'Alliance en achevant les quêtes de la sombre imploratrice Yanka, qui incluent la dégradation des tonneaux avec des œufs pourris et le largage de boules puantes en ville.",,,,,,,,,,,,,,0xFF01FE,158,0xA,9,0x0,3480,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1044,-1,-1,0,,,"Nombre de jets de besoin sur du butin",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de jets de besoin sur du butin",,,,,,,,,,,,,,0xFF01FE,191,0x0,9,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1076,-1,269,0,,,"Morts d'Aeonus (Ouverture de la Porte des ténèbres)",,,,,,,,,,,,,,0xFF01FE,,,"Morts d'Aeonus (Ouverture de la Porte des ténèbres)",,,,,,,,,,,,,,0xFF01FE,14822,0x5,9,0x1,1699,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1098,-1,249,0,,,"Morts d'Onyxia (Repaire d'Onyxia)",,,,,,,,,,,,,,0xFF01FE,,,"Morts d'Onyxia (Repaire d'Onyxia)",,,,,,,,,,,,,,0xFF01FE,14821,0x5,9,0x1,1548,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1103,-1,-1,0,,,"Donjons à 5 de Wrath of the Lich King terminés (boss de fin tué)",,,,,,,,,,,,,,0xFF01FE,,,"Donjons à 5 de Wrath of the Lich King terminés (boss de fin tué)",,,,,,,,,,,,,,0xFF01FE,14807,0x0,9,0x9,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1109,-1,-1,0,,,"Victoires honorables en arène de 5c5",,,,,,,,,,,,,,0xFF01FE,,,"Victoires honorables en arène de 5c5",,,,,,,,,,,,,,0xFF01FE,136,0x0,9,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1159,-1,-1,401,,,"Rien que nous deux : 2200",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir une cote personnelle de 2200 en équipe d'arène de 2c2 au niveau 80.",,,,,,,,,,,,,,0xFF01FE,165,0xA,9,0x0,3036,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1186,-1,-1,0,,,"À bas les Sombrefers !",,,,,,,,,,,,,,0xFF01FE,,,"Défendre le camp de la fête des Brasseurs contre l'attaque des Sombrefers et achever la quête « Et une fois, quand j'étais ivre… ».",,,,,,,,,,,,,,0xFF01FE,162,0xA,9,0x0,3072,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
1193,-1,-1,0,,,"Sur le fil des Tranchantes",,,,,,,,,,,,,,0xFF01FE,,,"Achever 86 quêtes dans les Tranchantes.",,,,,,,,,,,,,,0xFF01FE,14862,0xA,9,0x0,3549,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1234,-1,600,0,,,"Morts du prophète Tharon'ja (Donjon de Drak'Tharon)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du prophète Tharon'ja (Donjon de Drak'Tharon)",,,,,,,,,,,,,,0xFF01FE,14823,0x5,9,0x1,2912,,,"",,,,,,,,,,,,,,0x7DFF01EE,0,0,
1270,-1,-1,0,,,"Exploration de la Couronne de glace",,,,,,,,,,,,,,0xFF01FE,,,"Explorer la Couronne de glace et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14780,0xA,9,0x0,3473,,,"",,,,,,,,,,,,,,0x7DFF01EE,0,0,
1302,-1,-1,0,,,"Potions de mana différentes utilisées",,,,,,,,,,,,,,0xFF01FE,,,"Potions de mana différentes utilisées",,,,,,,,,,,,,,0xFF01FE,145,0x0,9,0x21,1,,,"",,,,,,,,,,,,,,0xFEFF01EC,0,922,
1312,-1,530,1311,,,"Sacrément rare",,,,,,,,,,,,,,0xFF01FE,,,"Tuer toutes les créatures de l'Outreterre très rares et difficiles à trouver listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,14779,0x19,9,0x0,134,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,1311,
1456,-1,-1,0,,,"Poissons et autres objets pêchés",,,,,,,,,,,,,,0xFF01FE,,,"Poissons et autres objets pêchés",,,,,,,,,,,,,,0xFF01FE,178,0x0,9,0x1,1,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1494,-1,-1,0,,,"Coups fatals en arène de 5c5",,,,,,,,,,,,,,0xFF01FE,,,"Coups fatals en arène de 5c5",,,,,,,,,,,,,,0xFF01FE,137,0x0,9,0x1,1,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1544,-1,-1,0,,,"Plus haut score de compétence en ingénierie",,,,,,,,,,,,,,0xFF01FE,,,"Plus haut score de compétence en ingénierie",,,,,,,,,,,,,,0xFF01FE,173,0x0,9,0x1,1,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1687,-1,-1,0,,,"Oh ! Il neige !",,,,,,,,,,,,,,0xFF01FE,,,"Pendant la fête du Voile d'hiver, lancer une poignée de flocons de neige sur les personnages des classes ET des races listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,156,0xA,9,0x0,976,,,"",,,,,,,,,,,,,,0x7AFF01EC,0,0,
1694,-1,-1,0,,,"T'as une belle robe, tu sais",,,,,,,,,,,,,,0xFF01FE,,,"Ouvrir une boîte de robe ravissante et obtenir une robe noire ravissante.",,,,,,,,,,,,,,0xFF01FE,187,0xA,9,0x0,3193,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1751,-1,571,0,,,"Gagné d'avance",,,,,,,,,,,,,,0xFF01FE,,,"Tuer 20 personnages en monture à l'aide d'une tour-canon.",,,,,,,,,,,,,,0xFF01FE,14901,0xA,9,0x0,3434,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
1762,1,607,0,,,"Même pas mal",,,,,,,,,,,,,,0xFF01FE,,,"Gagner une bataille pour le rivage des Anciens sans perdre un seul véhicule de siège.",,,,,,,,,,,,,,0xFF01FE,14881,0xA,9,0x0,457,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
1777,-1,-1,0,,,"Gourmet du Norfendre",,,,,,,,,,,,,,0xFF01FE,,,"Préparer 15 recettes du Norfendre parmi celles listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,170,0xA,9,0x0,3211,,,"",,,,,,,,,,,,,,0x7BFF01EC,15,0,
2217,-1,-1,0,,,"Boss de raid à 10 de Lich King le plus mortel",,,,,,,,,,,,,,0xFF01FE,,,"Boss de raid à 10 de Lich King le plus mortel",,,,,,,,,,,,,,0xFF01FE,125,0x0,9,0x11,1,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,323,
2420,0,-1,0,,,"Le Jardin des nobles",,,,,,,,,,,,,,0xFF01FE,,,"Cacher un œuf vivement coloré à Lune-d'argent.",,,,,,,,,,,,,,0xFF01FE,159,0xA,9,0x0,3329,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2778,1,-1,0,,,"Champion de l'Exodar",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir le droit de représenter l'Exodar au tournoi d'Argent",,,,,,,,,,,,,,0xFF01FE,14941,0xA,9,0x0,3796,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2863,-1,603,0,,,"Victoires contre Thorim (Ulduar à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Victoires contre Thorim (Ulduar à 10)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,9,0x1,1700,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2909,-1,603,0,,,"Enlevez-moi ces tourelles (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Détruire une tourelle de défense de léviathan en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,9,0x0,3854,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2910,-1,603,0,,,"Enlevez-moi ces tourelles (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Détruire une tourelle de défense de léviathan en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,9,0x0,2589,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
3457,-1,-1,0,,,"Le butin du capitaine",,,,,,,,,,,,,,0xFF01FE,,,"Boire avec le capitaine DeMeza de l'effroi pour rejoindre son équipage pendant le Jour des pirates.",,,,,,,,,,,,,,0xFF01FE,155,0xA,9,0x0,2421,,,"",,,,,,,,,,,,,,0xFFF7EE,0,0,
3597,0,-1,0,,,"Le pèlerinage du pèlerin",,,,,,,,,,,,,,0xFF01FE,,,"Achever chacune des quêtes journalières des Bienfaits du pèlerin.",,,,,,,,,,,,,,0xFF01FE,14981,0xA,9,0x0,3966,,,"",,,,,,,,,,,,,,0xFFF7EE,0,0,
3808,-1,-1,0,,,"Une offrande au talent (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Durant l'épreuve du grand croisé, atteindre un coffre d'offrande alors qu'il vous reste 25 tentatives en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,15001,0xA,9,0x0,3293,,,"",,,,,,,,,,,,,,0xFF1BFD,1,0,
3817,-1,-1,0,,,"Une offrande au talent (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Durant l'épreuve du grand croisé, atteindre un coffre d'offrande alors qu'il vous reste 25 tentatives en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,15002,0xA,9,0x0,3293,,,"",,,,,,,,,,,,,,0xFF1BFD,1,0,
3839,-1,-1,3838,,,"25 emblèmes de donjon ou de raid",,,,,,,,,,,,,,0xFF01FE,,,"Ramasser 25 emblèmes d'héroïsme, de vaillance, de conquête, de triomphe ou de givre.",,,,,,,,,,,,,,0xFF01FE,168,0xA,9,0x88,1950,,,"",,,,,,,,,,,,,,0xFF1BFD,0,0,
3848,-1,628,0,,,"A-bomb-inable",,,,,,,,,,,,,,0xFF01FE,,,"Dans une même bataille pour l'île des Conquérants, utiliser 5 bombes d'hydroglycérine contre les portes ennemies.",,,,,,,,,,,,,,0xFF01FE,15003,0xA,9,0x0,2565,,,"",,,,,,,,,,,,,,0xFF1BFF,0,0,
4054,-1,-1,0,,,"Victoires sur le champion guerrier (L'épreuve du champion)",,,,,,,,,,,,,,0xFF01FE,,,"Victoires sur le champion guerrier (L'épreuve du champion)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,9,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4530,-1,631,0,,,"Le Trône de glace (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le roi-liche dans la citadelle de la Couronne de glace en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,15041,0xA,9,0x0,4179,,,"Titre : le régicide",,,,,,,,,,,,,,0xFF01FE,0,0,
4597,-1,631,0,,,"Le Trône de glace (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le roi-liche dans la citadelle de la Couronne de glace à 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,15042,0xA,9,0x0,4179,,,"Titre : le régicide",,,,,,,,,,,,,,0xFF01FE,0,0,
4720,-1,-1,0,,,"Morts du seigneur du Fléau Tyrannus (Fosse de Saron)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,15062,0x0,9,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
16,-1,-1,0,,,"Qui a commandé une salade de phalanges ?",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir un score de 400 avec la compétence Mains nues.",,,,,,,,,,,,,,0xFF01FE,92,0xA,10,0x0,1997,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
39,-1,-1,0,,,"Dans le bassin",,,,,,,,,,,,,,0xFF01FE,,,"Achever 75 quêtes dans le bassin de Sholazar.",,,,,,,,,,,,,,0xFF01FE,14863,0xA,10,0x0,3341,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
50,-1,566,0,,,"Victoires dans l'Œil du cyclone",,,,,,,,,,,,,,0xFF01FE,,,"Victoires dans l'Œil du cyclone",,,,,,,,,,,,,,0xFF01FE,153,0x0,10,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
104,-1,-1,0,,,"Victoires dans le Cercle de sang",,,,,,,,,,,,,,0xFF01FE,,,"Victoires dans le Cercle de sang",,,,,,,,,,,,,,0xFF01FE,152,0x0,10,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
