long,long,long,long,long,long,long,long,long,long,long,long,long,long,str,str,str,str,str,str,str,str,str,str,str,str,str,str,str,str,flags,long,long,long,long,long,long,long,
2995,0,5,5,0,12,15,0,12,15,0,45,32,0,"","","+15 au score de coup critique et +12 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
2996,0,5,0,0,13,0,0,13,0,0,32,0,0,"","","+13 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,64,
2997,0,5,5,0,20,15,0,20,15,0,38,32,0,"","","+15 au score de coup critique et +20 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
2998,0,3,0,0,0,0,0,0,0,0,35442,0,0,"","","+7 à toutes les résistances","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
2999,0,5,5,0,17,16,0,17,16,0,13,12,7,"","","+16 au score de défense et +17 au score d'esquive","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3000,0,5,5,5,12,12,18,12,12,18,35,12,7,"","","+18 Endurance, +12 au score d'esquive et +12 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,0,
3001,0,5,5,0,19,9,0,19,9,0,45,43,0,"","","+19 à la puissance des sorts et 9 points de mana toutes les 5 sec.","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3002,0,5,5,0,22,14,0,22,14,0,45,31,7,"","","+22 à la puissance des sorts et +14 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3003,0,5,5,0,34,16,0,34,16,0,38,31,7,"","","+34 à la puissance d'attaque et +16 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3004,0,5,5,0,20,18,0,20,18,0,35,7,0,"","","+18 Endurance et +20 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3005,0,4,0,0,20,0,0,20,0,0,3,0,0,"","","+20 à la résistance à la Nature","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3006,0,4,0,0,20,0,0,20,0,0,6,0,0,"","","+20 à la résistance aux Arcanes","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3007,0,4,0,0,20,0,0,20,0,0,2,0,0,"","","+20 à la résistance au Feu","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3008,0,4,0,0,20,0,0,20,0,0,4,0,0,"","","+20 à la résistance au Givre","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3009,0,4,0,0,20,0,0,20,0,0,5,0,0,"","","+20 à la résistance à l'Ombre","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3010,0,5,5,0,10,40,0,10,40,0,32,38,0,"","","+40 à la puissance d'attaque et +10 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,50,
3011,0,5,5,0,30,10,0,30,10,0,7,3,0,"","","+30 Endurance et +10 Agilité","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,50,
3012,0,5,5,0,12,50,0,12,50,0,32,38,0,"","","+50 à la puissance d'attaque et +12 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,60,
3013,0,5,5,0,40,12,0,40,12,0,7,3,0,"","","+40 Endurance et +12 Agilité","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,60,
3014,0,1,0,0,20,0,0,20,0,0,25584,0,0,"","","Totem Furie-des-vents 5 (Test Niv. 70)","","","","","","","","","","","","","",0xFF01FE,81,6,0,0,0,0,0,
3015,0,5,0,0,2,0,0,2,0,0,4,0,0,"","","+2 Force","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3016,0,5,0,0,2,0,0,2,0,0,5,0,0,"","","+2 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3017,0,5,0,0,3,0,0,3,0,0,15,0,0,"","","+3 au score de blocage","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3018,0,6,0,0,66,0,0,66,0,0,0,0,0,"","","Croque-roc 9","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3019,0,6,0,0,71,0,0,71,0,0,0,0,0,"","","Croque-roc 9","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3020,0,6,0,0,74,0,0,74,0,0,0,0,0,"","","Croque-roc 9","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3021,0,6,0,0,2,0,0,2,0,0,0,0,0,"","","Croque-roc 1","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3022,0,6,0,0,2,0,0,2,0,0,0,0,0,"","","Croque-roc 1","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3023,0,6,0,0,2,0,0,2,0,0,0,0,0,"","","Croque-roc 1","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3024,0,6,0,0,4,0,0,4,0,0,0,0,0,"","","Croque-roc 2","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3025,0,6,0,0,5,0,0,5,0,0,0,0,0,"","","Croque-roc 2","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3026,0,6,0,0,5,0,0,5,0,0,0,0,0,"","","Croque-roc 2","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3027,0,6,0,0,7,0,0,7,0,0,0,0,0,"","","Croque-roc 3","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3028,0,6,0,0,7,0,0,7,0,0,0,0,0,"","","Croque-roc 3","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3029,0,6,0,0,6,0,0,6,0,0,0,0,0,"","","Croque-roc 3","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3030,0,6,0,0,10,0,0,10,0,0,0,0,0,"","","Croque-roc 4","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3031,0,6,0,0,11,0,0,11,0,0,0,0,0,"","","Croque-roc 4","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3032,0,6,0,0,9,0,0,9,0,0,0,0,0,"","","Croque-roc 4","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3033,0,6,0,0,17,0,0,17,0,0,0,0,0,"","","Croque-roc 5","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3034,0,6,0,0,18,0,0,18,0,0,0,0,0,"","","Croque-roc 5","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3035,0,6,0,0,15,0,0,15,0,0,0,0,0,"","","Croque-roc 5","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3036,0,6,0,0,32,0,0,32,0,0,0,0,0,"","","Croque-roc 6","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3037,0,6,0,0,34,0,0,34,0,0,0,0,0,"","","Croque-roc 6","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3038,0,6,0,0,28,0,0,28,0,0,0,0,0,"","","Croque-roc 6","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3039,0,6,0,0,46,0,0,46,0,0,0,0,0,"","","Croque-roc 7","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3040,0,6,0,0,48,0,0,48,0,0,0,0,0,"","","Croque-roc 7","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3041,0,6,0,0,40,0,0,40,0,0,0,0,0,"","","Croque-roc 7","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3042,0,6,0,0,56,0,0,56,0,0,0,0,0,"","","Croque-roc 8","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3043,0,6,0,0,60,0,0,60,0,0,0,0,0,"","","Croque-roc 8","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3044,0,6,0,0,49,0,0,49,0,0,0,0,0,"","","Croque-roc 8","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
3045,0,5,5,0,5,6,0,5,6,0,4,7,0,"","","+5 Force et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,30546,0,0,0,0,
3046,0,5,5,0,4,6,0,4,6,0,5,45,0,"","","+6 à la puissance des sorts et +4 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,30547,0,0,0,0,
3047,0,5,5,0,6,5,0,6,5,0,7,32,0,"","","+6 Endurance et +5 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,30548,0,0,0,0,
3048,0,5,5,0,6,5,0,6,5,0,7,3,0,"","","+5 Agilité et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,30549,0,0,0,0,
3049,0,5,5,0,5,2,0,5,2,0,32,43,0,"","","+5 au score de coup critique et +2 points de mana toutes les 5 sec.","","","","","","","","","","","","","",0xFF01FE,0,0,30550,0,0,0,0,
3050,0,5,5,0,4,6,0,4,6,0,5,45,0,"","","+6 à la puissance des sorts et +4 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,30551,0,0,0,0,
3051,0,5,5,0,6,6,0,6,6,0,7,45,0,"","","+6 à la puissance des sorts et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,30552,0,0,0,0,
3052,0,5,5,0,10,4,0,10,4,0,38,31,0,"","","+10 à la puissance d'attaque et +4 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,0,30553,0,0,0,0,
3053,0,5,5,0,5,4,0,5,4,0,12,13,0,"","","+5 au score de défense et +4 au score d'esquive","","","","","","","","","","","","","",0xFF01FE,0,0,30554,0,0,0,0,
3054,0,5,5,0,6,6,0,6,6,0,7,45,0,"","","+6 à la puissance des sorts et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,30555,0,0,0,0,
3055,0,5,5,0,5,4,0,5,4,0,3,31,0,"","","+5 Agilité et +4 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,0,30556,0,0,0,0,
3056,0,5,5,0,4,5,0,4,5,0,12,14,0,"","","+5 au score de parade et +4 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,0,30558,0,0,0,0,
3057,0,5,5,0,5,4,0,5,4,0,4,31,0,"","","+5 Force et +4 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,0,30559,0,0,0,0,
3058,0,5,5,0,5,2,0,5,2,0,32,43,0,"","","+5 au score de coup critique et 2 points de mana toutes les 5 sec.","","","","","","","","","","","","","",0xFF01FE,0,0,30560,0,0,0,0,
3059,0,5,5,0,5,2,0,5,2,0,32,43,0,"","","+5 au score de coup critique et 2 points de mana toutes les 5 sec.","","","","","","","","","","","","","",0xFF01FE,0,0,30562,0,0,0,0,
3060,0,5,5,0,5,6,0,5,6,0,13,7,0,"","","+5 au score d'esquive et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,30563,0,0,0,0,
3061,0,5,5,0,5,6,0,5,6,0,31,45,0,"","","+5 au score de toucher et +6 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,30564,0,0,0,0,
3062,0,5,5,0,6,5,0,6,5,0,32,13,0,"","","+6 au score de coup critique et +5 au score d'esquive","","","","","","","","","","","","","",0xFF01FE,0,0,30565,0,0,0,0,
3063,0,5,5,0,6,5,0,6,5,0,7,14,0,"","","+5 au score de parade et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,30566,0,0,0,0,
3064,0,5,5,0,5,5,0,5,5,0,6,45,0,"","","+5 Esprit et +5 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,30572,0,0,0,0,
3065,0,5,0,0,8,0,0,8,0,0,4,0,0,"","","+8 Force","","","","","","","","","","","","","",0xFF01FE,0,0,30571,0,0,0,0,
3066,0,5,3,0,6,0,0,6,0,0,45,31921,0,"","","+6 à la puissance des sorts et +5 à la pénétration des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,30573,0,0,0,0,
3067,0,5,5,0,10,6,0,10,6,0,38,7,0,"","","+10 à la puissance d'attaque et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,30574,0,0,0,0,
3068,0,5,5,0,5,4,0,5,4,0,13,31,0,"","","+5 au score d'esquive et +4 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,0,30575,0,0,0,0,
3069,0,5,5,0,6,4,0,6,4,0,45,35,9394,"","","+6 à la puissance des sorts et +4 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,0,30581,0,0,0,0,
3070,0,5,5,0,5,8,0,5,8,0,32,38,0,"","","+8 à la puissance d'attaque et +5 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,30582,0,0,0,0,
3071,0,5,5,0,5,6,0,5,6,0,5,7,0,"","","+5 Intelligence et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,30583,0,0,0,0,
3072,0,5,5,0,5,4,0,5,4,0,4,32,0,"","","+5 Force et +4 score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,30584,0,0,0,0,
3073,0,5,5,0,4,5,0,4,5,0,3,12,0,"","","+4 Agilité et +5 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,0,30585,0,0,0,0,
3074,0,5,5,0,5,4,0,5,4,0,6,5,0,"","","+4 Intelligence et +5 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,30586,0,0,0,0,
3075,0,5,5,0,5,4,0,5,4,0,4,12,0,"","","+5 à la Force et +4 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,0,30587,0,0,0,0,
3076,0,5,5,0,4,6,0,4,6,0,32,45,0,"","","+4 au score de coup critique et +6 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,30588,0,0,0,0,
3077,0,5,5,0,5,2,0,5,2,0,5,43,0,"","","+5 Intelligence et 2 points de mana toutes les 5 sec.","","","","","","","","","","","","","",0xFF01FE,0,0,30589,0,0,0,0,
3078,0,5,5,0,6,5,0,6,5,0,7,12,0,"","","+6 Endurance et +5 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,0,30590,0,0,0,0,
3079,0,5,5,0,5,8,0,5,8,0,35,38,0,"","","+8 à la puissance d'attaque et +5 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,0,30591,0,0,0,0,
3080,0,5,5,0,6,5,0,6,5,0,7,35,0,"","","+6 Endurance et +5 score de résilience","","","","","","","","","","","","","",0xFF01FE,0,0,30592,0,0,0,0,
3081,0,5,5,0,4,6,0,4,6,0,32,45,0,"","","+6 à la puissance des sorts et +4 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,30593,0,0,0,0,
3082,0,5,5,0,5,2,0,5,2,0,12,43,0,"","","+5 au score de défense et 2 points de mana toutes les 5 sec.","","","","","","","","","","","","","",0xFF01FE,0,0,30594,0,0,0,0,
3083,0,5,5,0,4,6,0,4,6,0,6,45,0,"","","+6 à la puissance des sorts et +4 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,30600,0,0,0,0,
3084,0,5,5,0,5,4,0,5,4,0,13,35,0,"","","+5 au score d'esquive et +4 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,0,30601,0,0,0,0,
3085,0,5,5,0,6,5,0,6,5,0,7,32,0,"","","+6 Endurance et +5 au score de critique","","","","","","","","","","","","","",0xFF01FE,0,0,30602,0,0,0,0,
3086,0,5,5,0,6,2,0,6,2,0,45,43,0,"","","+6 à la puissance des sorts et 2 points de mana toutes les 5 sec.","","","","","","","","","","","","","",0xFF01FE,0,0,30603,0,0,0,0,
3087,0,5,5,0,5,4,0,5,4,0,4,35,0,"","","+5 Force et +4 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,0,30604,0,0,0,0,
3088,0,5,5,0,5,6,0,5,6,0,31,7,0,"","","+5 au score de toucher et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,30605,0,0,0,0,
3089,0,5,5,0,5,2,0,5,2,0,31,43,0,"","","+5 au score de toucher et 2 points de mana toutes les 5 sec.","","","","","","","","","","","","","",0xFF01FE,0,0,30606,0,0,0,0,
3090,0,5,5,0,5,4,0,5,4,0,14,35,0,"","","+5 au score de parade et +4 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,0,30607,0,0,0,0,
3091,0,3,5,0,0,5,0,0,5,0,31921,32,0,"","","+5 au score de coup critique et +5 à la pénétration des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,30608,0,0,0,0,
3092,0,5,0,0,3,0,0,3,0,0,32,0,0,"","","+3 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3093,0,3,0,0,0,0,0,0,0,0,37362,0,0,"","","+150 à la puissance d'attaque contre les morts-vivants et les démons","","","","","","","","","","","","","",0xFF01FE,104,0,0,0,0,0,0,
3094,0,5,0,0,4,0,0,4,0,0,37,0,0,"","","+4 au score d'expertise","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3095,0,3,0,0,0,0,0,0,0,0,37890,0,0,"","","+8 à toutes les résistances","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3096,0,5,5,0,17,16,0,17,16,0,4,5,7,"","","+17 Force et +16 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3097,0,5,0,0,2,0,0,2,0,0,6,0,0,"","","+2 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3098,0,5,0,0,2,0,0,2,0,0,45,0,0,"","","+2 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3099,0,5,5,0,6,6,0,6,6,0,45,7,0,"","","+6 à la puissance des sorts et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,31116,0,0,0,0,
3100,0,5,5,0,6,6,0,6,6,0,45,7,0,"","","+6 à la puissance des sorts et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,31117,0,0,0,0,
3101,0,5,5,0,10,6,0,10,6,0,38,7,0,"","","+10 à la puissance d'attaque et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,31118,0,0,0,0,
3102,0,1,0,0,20,0,0,20,0,0,38616,0,0,"","","Poison","","","","","","","","","","","","","",0xFF01FE,26,9,0,0,0,0,0,
3103,0,5,0,0,8,0,0,8,0,0,4,0,0,"","","+8 Force","","","","","","","","","","","","","",0xFF01FE,0,0,30598,0,0,0,0,
3104,0,5,0,0,6,0,0,6,0,0,31,0,0,"","","+6 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,0,31860,0,0,0,0,
3105,0,5,0,0,8,0,0,8,0,0,31,0,0,"","","+8 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,0,31861,0,0,0,0,
3106,0,5,5,0,6,4,0,6,4,0,38,7,0,"","","+6 à la puissance d'attaque et +4 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,31862,0,0,0,0,
3107,0,5,5,0,8,6,0,8,6,0,38,7,0,"","","+8 à la puissance d'attaque et +6 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,31863,0,0,0,0,
3108,0,5,5,0,6,1,0,6,1,0,38,43,0,"","","+6 à la puissance d'attaque & +1 point de mana toutes les 5 secondes","","","","","","","","","","","","","",0xFF01FE,0,0,31864,0,0,0,0,
3109,0,5,5,0,8,2,0,8,2,0,38,43,0,"","","+8 à la puissance d'attaque et +2 points de mana toutes les 5 secondes","","","","","","","","","","","","","",0xFF01FE,0,0,31865,0,0,0,0,
3110,0,5,5,0,3,4,0,3,4,0,31,45,0,"","","+3 au score de toucher et +4 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,31866,0,0,0,0,
3111,0,5,5,0,5,4,0,5,4,0,45,31,0,"","","+4 au score de toucher et +5 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,31867,0,0,0,0,
3112,0,5,5,0,8,4,4,8,4,4,38,32,20,"","","+4 au score de coup critique et +8 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,0,31868,0,0,0,0,
3113,0,5,5,0,6,3,3,6,3,3,38,32,20,"","","+3 au score de coup critique et +6 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,0,31869,0,0,0,0,
3114,0,5,0,0,4,0,0,4,0,0,38,0,0,"","","+4 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3115,0,5,0,0,10,0,0,10,0,0,4,0,0,"","","+10 Force","","","","","","","","","","","","","",0xFF01FE,0,0,32193,0,0,0,0,
3116,0,5,0,0,10,0,0,10,0,0,3,0,0,"","","+10 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,32194,0,0,0,0,
3117,0,5,0,0,12,0,0,12,0,0,45,0,0,"","","+12 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,32195,0,0,0,0,
3118,0,5,0,0,12,0,0,12,0,0,45,0,0,"","","+12 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,32196,0,0,0,0,
3119,0,5,0,0,20,0,0,20,0,0,38,0,0,"","","+20 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,0,32197,0,0,0,0,
3120,0,5,0,0,10,0,0,10,0,0,13,0,0,"","","+10 au score d'esquive","","","","","","","","","","","","","",0xFF01FE,0,0,32198,0,0,0,0,
3121,0,5,0,0,10,0,0,10,0,0,14,0,0,"","","+10 au score de parade","","","","","","","","","","","","","",0xFF01FE,0,0,32199,0,0,0,0,
3122,0,5,0,0,15,0,0,15,0,0,7,0,0,"","","+15 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,32200,0,0,0,0,
3123,0,5,0,0,10,0,0,10,0,0,6,0,0,"","","+10 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,32201,0,0,0,0,
3124,0,5,0,0,5,0,0,5,0,0,43,0,0,"","","+5 points de mana toutes les 5 secondes","","","","","","","","","","","","","",0xFF01FE,0,0,32202,0,0,0,0,
3125,0,3,0,0,0,0,0,0,0,0,28680,0,0,"","","+13 à la pénétration des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,32203,0,0,0,0,
3126,0,5,0,0,10,0,0,10,0,0,5,0,0,"","","+10 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,32204,0,0,0,0,
3127,0,5,0,0,10,10,0,10,10,0,32,20,0,"","","+10 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,32205,0,0,0,0,
3128,0,5,0,0,10,10,0,10,10,0,31,17,0,"","","+10 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,0,32206,0,0,0,0,
3129,0,5,0,0,10,0,0,10,0,0,32,0,0,"","","+10 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,32207,0,0,0,0,
3130,0,5,0,0,10,0,0,10,0,0,12,0,0,"","","+10 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,0,32208,0,0,0,0,
3131,0,5,0,0,10,0,0,10,0,0,35,0,0,"","","+10 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,0,32209,0,0,0,0,
3132,0,5,0,0,10,8,0,10,8,0,31,20,0,"","","+10 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,0,32210,0,0,0,0,
3133,0,5,5,0,5,7,0,5,7,0,4,7,0,"","","+5 Force et +7 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,32211,0,0,0,0,
3134,0,5,5,0,5,7,0,5,7,0,3,7,0,"","","+5 Agilité et +7 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,32212,0,0,0,0,
3135,0,5,5,0,10,7,0,10,7,0,38,7,0,"","","+10 à la puissance d'attaque et +7 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,32213,0,0,0,0,
3136,0,5,5,0,10,3,0,10,3,0,38,43,0,"","","+10 à la puissance d'attaque et +3 points de mana toutes les 5 secondes","","","","","","","","","","","","","",0xFF01FE,0,0,32214,0,0,0,0,
3137,0,5,5,0,6,7,0,6,7,0,45,7,0,"","","+6 à la puissance des sorts et +7 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,32215,0,0,0,0,
3138,0,5,5,0,6,3,0,6,3,0,45,43,0,"","","+6 à la puissance des sorts et +3 points de mana toutes les 5 secondes","","","","","","","","","","","","","",0xFF01FE,0,0,32216,0,0,0,0,
3139,0,5,5,0,5,5,5,5,5,5,4,32,20,"","","+5 au score de coup critique et +5 Force","","","","","","","","","","","","","",0xFF01FE,0,0,32217,0,0,0,0,
3140,0,5,5,0,5,6,0,5,6,0,32,45,0,"","","+5 au score de coup critique et +6 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,32218,0,0,0,0,
3141,0,5,5,0,6,5,0,6,5,0,45,5,0,"","","+6 à la puissance des sorts et +5 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,32219,0,0,0,0,
3142,0,5,5,0,5,5,5,5,5,5,3,31,17,"","","+5 au score de toucher et +5 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,32220,0,0,0,0,
3143,0,5,5,0,6,5,0,6,5,0,45,31,0,"","","+5 au score de toucher et +6 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,32221,0,0,0,0,
3144,0,5,5,0,10,5,5,10,5,5,38,32,20,"","","+5 au score de coup critique et +10 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,0,32222,0,0,0,0,
3145,0,5,5,0,5,7,0,5,7,0,12,7,0,"","","+5 au score de défense et +7 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,32223,0,0,0,0,
3146,0,5,3,0,5,0,0,5,0,0,32,27516,0,"","","+5 au score de coup critique et +6 à la pénétration des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,32224,0,0,0,0,
3147,0,5,5,0,5,3,0,5,3,0,5,43,0,"","","+5 Intelligence et +3 points de mana toutes les 5 secondes","","","","","","","","","","","","","",0xFF01FE,0,0,32225,0,0,0,0,
