long,long,long,long,flags,long,long,long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
1101,1,357,396,0x40000040,0,0,0,0,0,44,,,"Gouffre grouillant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1102,1,357,350,0x40000040,0,0,0,0,0,0,,,"Lac des rafales",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1103,1,357,397,0x40000040,0,0,0,0,0,42,,,"Avant-poste des Gordunni",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1104,1,357,398,0x40000040,0,0,0,0,0,0,,,"Mok'Gordun",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1105,1,357,354,0x40000040,0,0,0,0,0,44,,,"Val des Griffes farouches",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1106,1,357,399,0x40000040,0,0,0,0,0,46,,,"Hautes-terres des Aigreplumes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1107,1,357,400,0x40000040,0,0,0,0,0,0,,,"Lac Idlewind",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1108,1,357,355,0x40000040,0,0,0,0,0,49,,,"La Côte oubliée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1109,1,357,401,0x40000040,0,0,0,0,0,0,,,"Pilier Est",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1110,1,357,402,0x40000040,0,0,0,0,0,0,,,"Pilier Ouest",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1111,1,357,403,0x40000040,0,0,0,0,0,60,,,"Bosquet du rêve",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1112,1,357,404,0x40000040,0,0,0,0,0,0,,,"Lac Jademir",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1113,1,357,405,0x40000040,0,0,0,0,0,60,,,"Oneiros",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1114,1,357,356,0x40000040,0,0,0,0,0,49,,,"Ruines de Vent-du-Corbeau",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1115,1,357,357,0x40000040,0,0,0,0,0,0,,,"Repaire des Griffes féroces",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1116,1,357,358,0x40200040,0,0,0,0,0,0,,,"Bastion de Pennelune",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1117,1,357,359,0x40000040,0,0,0,0,0,0,,,"Ruines de Solarsal",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1118,1,357,360,0x40000040,0,0,0,0,0,0,,,"Étendues sauvages",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1119,1,357,369,0x40000040,0,0,0,0,0,48,,,"Les Colosses jumeaux",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1120,1,357,413,0x40000040,0,0,0,0,0,43,,,"Île de Sardor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1121,1,357,414,0x40000040,0,0,0,0,0,44,,,"Île de l'effroi",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1136,1,357,361,0x40000040,0,0,0,0,0,0,,,"Les plateaux sauvages",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1137,1,357,370,0x40000040,0,0,0,0,0,42,,,"Étendues sauvages",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1156,1,17,362,0x40000040,0,0,0,0,0,0,,,"Tarides du sud",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1157,1,17,406,0x40000040,0,0,0,0,0,0,,,"Route de l'or méridionale",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1176,209,0,371,0x0,0,0,25,176,0,0,,,"Zul'Farrak",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1196,575,0,363,0x0,0,0,0,0,0,0,,,"Cime d'Utgarde",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
1216,1,16,364,0x40000040,0,0,0,0,0,49,,,"Repaire des Grumegueules",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1217,1,16,365,0x40000040,0,0,0,0,0,0,,,"Campement de Vanndir",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1218,1,16,366,0x40000040,0,0,0,0,0,0,,,"TESTAzshara",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1219,1,16,367,0x40000040,0,0,0,0,0,52,,,"Campement Legashi",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1220,1,16,415,0x40000040,0,0,0,76,302,52,,,"Camp de base thalassien",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1221,1,16,416,0x40000040,0,0,0,176,0,48,,,"Ruines d'Eldarath",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1222,1,16,417,0x40000040,0,0,0,176,0,0,,,"Frai d'Hetaera",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1223,1,16,418,0x40000040,0,0,0,15,0,0,,,"Temple de Zin-Malor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1224,1,16,419,0x40000040,0,0,0,0,0,0,,,"Tête d'ours",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1225,1,16,420,0x40000040,0,0,0,0,0,49,,,"Ursolan",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1226,1,16,421,0x40000040,0,0,0,176,0,55,,,"Temple d'Arkkoran",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1227,1,16,422,0x40000040,0,0,0,176,0,50,,,"Baie des Tempêtes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1228,1,16,423,0x40000040,0,0,0,176,0,52,,,"La grève Fracassée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1229,1,16,424,0x40000040,0,0,0,176,0,53,,,"Tour d'Eldara",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1230,1,16,425,0x40000040,0,0,0,176,0,51,,,"Récif Déchiqueté",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1231,1,16,426,0x40000040,0,0,0,176,0,52,,,"Plage des Crêtes du sud",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1232,1,16,427,0x40000040,0,0,0,176,0,54,,,"Colosse de Crête-du-corbeau",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1233,1,16,428,0x40000040,0,0,0,215,301,49,,,"La crête Lugubre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1234,1,16,429,0x40000040,0,0,0,0,0,52,,,"Lac Mennar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1235,1,16,430,0x40000040,0,0,0,15,0,46,,,"Sanctuaire de Chantelombre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1236,1,16,431,0x40000040,0,0,0,3,121,45,,,"Campement des Haldarr",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1237,1,16,432,0x40000040,0,0,0,228,0,49,,,"Valormok",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1256,1,16,433,0x40000040,0,0,0,176,0,42,,,"Les Confins dévastés",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1276,1,331,434,0x40000040,0,0,0,0,0,0,,,"La Perce des Serres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1277,1,406,435,0x40000040,0,0,0,0,0,20,,,"La Perce des Serres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1296,1,14,372,0x40000040,0,0,0,0,0,0,,,"Ferme Brochepierre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1297,1,14,407,0x40000040,0,0,0,0,0,0,,,"Ferme Rêche-pourceau",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1316,1,17,436,0x40000040,0,0,70,176,0,33,,,"Souilles de Tranchebauge",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1336,1,440,373,0x40000040,0,0,0,0,0,45,,,"Crique des Gréements",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1337,70,0,437,0x0,0,0,0,0,0,0,,,"Uldaman",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1338,0,130,438,0x40000040,0,0,0,0,0,0,,,"Lac Lordamere",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1339,0,36,439,0x40000040,0,0,0,0,0,0,,,"Lac Lordamere",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1357,0,36,440,0x40000040,0,0,37,10,0,36,,,"Fourche du gibet",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1377,1,0,374,0x40,0,0,38,176,0,0,,,"Silithus",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.300000011921,,
1397,169,0,376,0x40,0,0,0,0,0,0,,,"Forêt d'émeraude",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1417,109,0,377,0x0,0,0,0,0,0,0,,,"Temple englouti",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1437,0,4,378,0x40000040,0,0,0,0,0,47,,,"Bastion Cognepeur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1438,0,4,379,0x40200040,0,0,0,205,303,50,,,"Rempart-du-Néant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1439,0,4,380,0x40000040,0,0,0,0,0,55,,,"Poste Cognepeur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1440,0,4,381,0x40000040,0,0,0,0,0,51,,,"Anneaux du serpent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1441,0,4,382,0x40000040,0,0,0,10,0,54,,,"Autel des tempêtes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1442,0,51,383,0x40000040,0,0,0,0,0,48,,,"Crête de Guet-du-feu",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1443,0,51,384,0x40000040,0,0,0,0,0,0,,,"La Fosse aux scories",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1444,0,51,385,0x40000040,0,0,0,0,0,56,,,"La Mer de braises",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1445,0,51,386,0x40000040,0,0,0,0,0,0,,,"Mont Rochenoire",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1446,0,51,387,0x40200040,0,0,0,0,0,0,,,"Halte du Thorium",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1457,0,4,388,0x40000040,0,0,0,0,0,47,,,"Armurerie de la garnison",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1477,109,0,389,0x0,0,0,33,3,0,0,,,"Le temple d'Atal'Hakkar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1497,0,0,685,0x4200138,0,0,40,0,0,10,,,"Fossoyeuse",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1517,0,3,686,0x40000040,0,0,0,0,0,0,,,"Uldaman",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1518,0,40,687,0x40000040,0,0,0,0,0,0,,,"Mortemines non utilisé",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1519,0,0,688,0x200138,0,0,31,13,61,10,,,"Hurlevent",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1537,0,0,689,0x200138,0,0,42,0,0,10,,,"Forgefer",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1557,1,400,690,0x40000040,0,0,0,0,0,0,,,"Bastion du Sabot fendu",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1577,0,33,691,0x40000040,0,0,0,0,0,0,,,"Le cap Strangleronce",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1578,0,33,692,0x40000040,0,0,0,0,0,0,,,"Côte sauvage du sud",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1579,0,0,693,0x40,0,0,0,0,0,0,,,"Les Mortemines",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1580,0,1579,694,0x40000040,0,0,0,0,0,0,,,"Crique du cuirassé",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1581,36,0,695,0x0,76,0,53,204,0,0,,,"Les Mortemines",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1582,36,1581,696,0x40000000,76,0,53,204,181,0,,,"Crique du cuirassé",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1583,229,0,697,0x0,0,0,0,0,0,0,,,"Pic Rochenoire",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1584,230,0,698,0x0,0,0,0,0,0,0,,,"Profondeurs de Rochenoire",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1597,1,17,699,0x40000040,0,0,0,0,0,0,,,"Terres des Raptors",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1598,1,17,700,0x40000040,0,0,0,0,0,0,,,"Ferme de Grol'dom",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1599,1,17,701,0x40000040,0,0,0,0,0,0,,,"Campement de Mor'shan",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1600,1,17,702,0x40000040,0,0,0,0,0,0,,,"Le lieu de l'Honneur",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1601,1,17,703,0x40000040,0,0,0,0,0,0,,,"Crête de Noirépine",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1602,1,17,704,0x40000040,0,0,0,0,0,0,,,"Ronceplaie",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1603,1,17,705,0x40000040,0,0,0,0,0,0,,,"Agama'gor",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1617,0,1519,706,0x40000040,0,0,43,13,61,0,,,"Vallée des Héros",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1637,1,0,707,0x200138,0,0,25,7,62,10,,,"Orgrimmar",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1638,1,0,708,0x200138,0,0,45,226,381,10,,,"Les Pitons du Tonnerre",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1639,1,1638,709,0x40000040,0,0,0,0,0,0,,,"Cime des Anciens",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1640,1,1638,710,0x40000040,0,0,0,0,0,0,,,"Cime des Esprits",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1641,1,1638,711,0x40000040,0,0,0,0,0,0,,,"Cime des chasseurs",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1657,1,0,712,0x200138,0,0,48,76,63,10,,,"Darnassus",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1658,1,1657,713,0x40000040,0,0,0,0,103,0,,,"Enclave cénarienne",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1659,1,1657,714,0x40000040,0,0,0,0,0,0,,,"Terrasse des Artisans",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1660,1,1657,715,0x40000040,0,0,0,0,0,0,,,"Terrasse des Guerriers",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1661,1,1657,716,0x40000040,0,0,0,0,0,0,,,"Les Jardins du temple",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1662,1,1657,717,0x40000040,0,0,0,0,0,0,,,"Terrasse des Marchands",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
1677,0,36,718,0x40000040,0,0,0,0,0,33,,,"Promontoire de Gavin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1678,0,36,719,0x40000040,0,0,0,0,0,33,,,"Promontoire de Sofera",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1679,0,36,720,0x40000040,0,0,0,0,0,33,,,"Dague de Corrahn",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1680,0,36,721,0x40000040,0,0,0,0,0,34,,,"L'Avancée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1681,0,36,722,0x40000040,0,0,0,0,0,31,,,"Rivage brumeux",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1682,0,36,723,0x40000040,0,0,0,0,0,39,,,"Clos de Dandred",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1683,0,36,724,0x40000040,0,0,37,10,0,34,,,"Caverne stérile",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1684,0,36,725,0x40000040,0,0,0,0,0,30,,,"Pointe du Noroît",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1697,1,17,726,0x40000040,0,0,0,0,0,18,,,"Terres des Raptors",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1698,1,17,727,0x40000040,0,0,0,0,0,20,,,"Ronceplaie",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1699,1,17,728,0x40000040,0,0,0,0,0,13,,,"Colline des épines",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1700,1,17,729,0x40000040,0,0,0,0,0,19,,,"Agama'gor",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1701,1,17,730,0x40000040,0,0,0,0,0,20,,,"Crête de Noirépine",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1702,1,17,731,0x40200040,0,0,0,0,0,18,,,"Le lieu de l'Honneur",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1703,1,17,732,0x40200040,0,0,0,0,0,17,,,"Le Rempart de Mor'shan",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1704,1,17,733,0x40000040,0,0,0,0,0,11,,,"Ferme de Grol'dom",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1717,1,17,734,0x40000040,0,0,0,0,0,24,,,"Kraal de Tranchebauge",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1718,1,17,735,0x40200040,0,0,0,0,0,0,,,"La Grande élévation",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
1737,0,33,736,0x40000040,0,0,0,0,0,40,,,"Valbrume",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1738,0,33,737,0x40000040,0,0,0,0,0,43,,,"Fontaine des Nek'mani",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1739,0,33,738,0x40000040,0,0,0,0,0,42,,,"Base de la Voile sanglante",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1740,0,33,739,0x40000040,0,0,0,0,0,36,,,"Campement de la KapitalRisk",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1741,0,33,740,0x40000040,0,0,0,0,0,43,,,"Arène des Gurubashi",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1742,0,33,741,0x40000040,0,0,0,0,0,0,,,"Antre des esprits",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1757,0,33,742,0x40000040,0,0,0,0,0,0,,,"Le Voile cramoisi",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1758,0,33,743,0x40000040,0,0,0,0,0,0,,,"Le Courant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1759,0,33,744,0x40000040,0,0,0,0,0,0,,,"La Chance de la demoiselle",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1760,0,33,745,0x40000040,0,0,0,0,0,0,,,"Centre d'opérations de la KapitalRisk",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1761,1,361,746,0x40000040,0,0,0,194,0,47,,,"Village des Mort-bois",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1762,1,361,747,0x40000040,0,0,0,194,0,54,,,"Village de Gangrepatte",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1763,1,361,748,0x40000040,0,0,0,193,161,51,,,"Jaedenar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1764,1,361,749,0x40000040,0,0,0,193,0,0,,,"La Vénéneuse",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1765,1,361,750,0x40000040,0,0,0,193,0,52,,,"Chutes de la Vénéneuse",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1766,1,361,751,0x40000040,0,0,0,0,0,53,,,"Val Grêlé",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1767,1,361,752,0x40000040,0,0,0,0,0,53,,,"Bois d'Arbrefer",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1768,1,361,753,0x40000040,0,0,0,0,0,0,,,"Caverne d'Arbrefer",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1769,1,361,754,0x40000040,0,0,0,0,0,54,,,"Repaire des Grumegueules",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1770,1,361,755,0x40000040,0,0,0,0,0,0,,,"Fort des ombres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1771,1,361,756,0x40000040,0,0,0,0,0,0,,,"Sanctuaire du Trompeur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1777,0,8,757,0x40000040,0,0,0,0,0,36,,,"Caverne d'Itharius",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1778,0,8,758,0x40000040,0,0,0,0,0,41,,,"Noirchagrin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1779,0,8,759,0x40000040,0,0,0,0,0,0,,,"Village de Draenil'dur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1780,0,8,760,0x40000040,0,0,0,0,0,36,,,"Croisement de Lance-brisée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1797,0,8,761,0x40000040,0,0,0,0,0,41,,,"Stagalbog",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1798,0,8,762,0x40000040,0,0,0,0,0,36,,,"Le Bourbier changeant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1817,0,8,763,0x40000040,0,0,0,0,0,0,,,"Caverne de Stagalbog",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1837,0,45,764,0x40000040,0,0,0,3,0,0,,,"Cavernes Fânécorce",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1857,0,45,765,0x40000040,0,0,0,0,0,32,,,"Mur de Thoradin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1858,0,45,766,0x40000040,0,0,0,0,0,32,,,"Roche'gor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1877,0,3,767,0x40000040,0,0,0,0,0,42,,,"Vallée des crocs",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1878,0,3,768,0x40000040,0,0,0,0,0,39,,,"Vallée de la poussière",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1879,0,3,769,0x40000040,0,0,0,0,0,40,,,"Vallée des mirages",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1880,0,47,770,0x40000040,0,0,0,0,0,0,,,"Taudis de Barbe-de-plumes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1881,0,47,771,0x40000040,0,0,0,0,0,0,,,"Camp de Croquejarret",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1882,0,47,772,0x40000040,0,0,0,0,0,45,,,"Ravin de Pestebrume",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1883,0,47,773,0x40000040,0,0,0,0,0,48,,,"Lac Vent-vaillant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1884,0,47,774,0x40000040,0,0,0,0,0,46,,,"Agol'watha",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1885,0,47,775,0x40000040,0,0,0,0,0,42,,,"Hiri'watha",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1886,0,47,776,0x40000040,0,0,0,0,0,47,,,"La Ruine aux rampants",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1887,0,47,777,0x40000040,0,0,0,0,0,0,,,"Escarpement de Bogen",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1897,0,3,778,0x40000040,0,0,0,0,0,36,,,"La Terrasse du Faiseur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
